edge_id,transaction_id_a,transaction_id_b,shared_attribute_type,edge_weight,is_true_ring_pair
71,6155,10365649,device,2.0,False
72,6155,10594170,device,2.0,False
73,6155,11136160,device,2.0,False
74,6155,11963003,device,2.0,False
75,6155,12017585,device,2.0,False
76,6155,12196261,device,2.0,False
77,6155,14182155,device,2.0,False
78,6155,14484289,device,2.0,False
79,6155,16589816,device,2.0,False
80,6197,1831178,device,2.0,False
81,6197,4964036,device,2.0,False
82,6197,5510189,device,2.0,False
83,6197,7395675,device,2.0,False
84,6197,7545580,device,2.0,False
85,6197,10332312,device,2.0,False
86,6197,14017834,device,2.0,False
87,6493,10805758,card_addr,1.0,False
88,6956,2230013,card_addr,1.0,False
89,7470,15769362,card_addr,1.0,False
90,7789,5823104,card_addr,1.0,False
91,7878,4409849,device,2.0,False
92,7878,5080744,device,2.0,False
93,7878,6814739,device,2.0,False
94,7878,10234176,device,2.0,False
95,7878,11370069,device,2.0,False
96,7878,12755547,device,2.0,False
97,7878,13745671,device,2.0,False
98,7878,15732148,device,2.0,False
99,7878,16338082,device,2.0,False
100,8216,9940710,card_addr,1.0,False
101,8557,13918219,card_addr,1.0,False
102,8645,2108096,card_addr,1.0,False
103,9226,447694,device,2.0,False
104,9226,477101,device,2.0,False
105,9226,1753812,device,2.0,False
106,9226,6199372,device,2.0,False
107,9226,7404643,device,2.0,False
108,9226,8897083,device,2.0,False
109,9226,11685345,device,2.0,False
110,9226,12045921,device,2.0,False
111,9226,12598022,device,2.0,False
112,9226,14108949,device,2.0,False
113,9879,3218006,card_addr,1.0,False
114,9971,3315440,card_addr,1.0,False
115,11165,16463168,device,2.0,False
116,11423,2020424,device,2.0,False
117,11423,3580447,device,2.0,False
118,11423,6171461,device,2.0,False
119,11423,14778859,device,2.0,False
120,11810,7071972,card_addr,1.0,False
121,12230,743493,device,2.0,False
122,12230,1035469,device,2.0,False
123,12230,1570507,device,2.0,False
124,12230,1790542,device,2.0,False
125,12230,1857851,device,2.0,False
126,12230,2089395,device,2.0,False
127,12230,2334950,device,2.0,False
128,12230,2347382,device,2.0,False
129,12230,2387605,device,2.0,False
130,12230,2446929,device,2.0,False
131,12230,2472489,device,2.0,False
132,12230,2717669,device,2.0,False
133,12230,3637954,device,2.0,False
134,12230,3725784,device,2.0,False
135,12230,3736334,device,2.0,False
136,12230,3839038,device,2.0,False
137,12230,4501182,device,2.0,False
138,12230,5025094,device,2.0,False
139,12230,6258028,device,2.0,False
140,12230,6363444,device,2.0,False
141,12230,6681803,device,2.0,False
142,12230,6842018,device,2.0,False
143,12230,6985970,device,2.0,False
144,12230,6995529,device,2.0,False
145,12230,7112392,device,2.0,False
146,12230,7448915,device,2.0,False
147,12230,7819184,device,2.0,False
148,12230,8618687,device,2.0,False
149,12230,9322522,device,2.0,False
150,12230,9713892,device,2.0,False
151,12230,9934584,device,2.0,False
152,12230,9946510,device,2.0,False
153,12230,9964679,device,2.0,False
154,12230,9996337,device,2.0,False
155,12230,10562874,device,2.0,False
156,12230,10596999,device,2.0,False
157,12230,10816393,device,2.0,False
158,12230,11668436,device,2.0,False
159,12230,12610262,device,2.0,False
160,12230,13438565,device,2.0,False
161,12230,14074635,device,2.0,False
162,12230,14291770,device,2.0,False
163,12230,14423047,device,2.0,False
164,12230,15112837,device,2.0,False
165,12230,15921175,device,2.0,False
166,12230,16191849,device,2.0,False
167,12230,16291661,device,2.0,False
168,12270,415266,device,2.0,False
169,12332,917160,device,2.0,False
170,12332,3144112,device,2.0,False
171,12332,8933786,device,2.0,False
172,12332,12396800,device,2.0,False
173,12380,3730304,card_addr,1.0,False
174,13015,602840,card_addr,1.0,False
175,13221,15272401,card_addr,1.0,False
176,13254,12538361,card_addr,1.0,False
177,14066,6050053,card_addr,1.0,False
178,14173,12560818,card_addr,1.0,False
179,14309,6702740,device,2.0,False
180,14309,11643009,device,2.0,False
181,14531,4987705,card_addr,1.0,False
182,15306,7212015,card_addr,1.0,False
183,16218,3840449,card_addr,1.0,False
184,16315,1306758,device,2.0,False
185,16315,9427169,device,2.0,False
186,16315,11113741,device,2.0,False
187,16315,11374364,device,2.0,False
188,16315,12283012,device,2.0,False
189,16315,12752704,device,2.0,False
190,16315,14058841,device,2.0,False
191,16315,14784201,device,2.0,False
192,18205,6373821,card_addr,1.0,False
193,18488,5477992,card_addr,1.0,False
194,18509,11302583,card_addr,1.0,False
195,18796,165588,device,2.0,False
196,18796,276896,device,2.0,False
197,18796,323375,device,2.0,False
198,18796,1093004,device,2.0,False
199,18796,1155545,device,2.0,False
200,18796,1318856,device,2.0,False
201,18796,2827687,device,2.0,False
202,18796,4766213,device,2.0,False
203,18796,5807902,device,2.0,False
204,18796,6244339,device,2.0,False
205,18796,6966631,device,2.0,False
206,18796,7011536,device,2.0,False
207,18796,8930369,device,2.0,False
208,18796,9176633,device,2.0,False
209,18796,10132107,device,2.0,False
210,18796,11474362,device,2.0,False
211,18796,11817834,device,2.0,False
212,18796,12030457,device,2.0,False
213,18796,12291329,device,2.0,False
214,18796,12534972,device,2.0,False
215,18796,13874531,device,2.0,False
216,18796,14081189,device,2.0,False
217,18796,15132421,device,2.0,False
218,20260,2938415,card_addr,1.0,False
219,20638,3110758,card_addr,1.0,False
220,20938,13386954,card_addr,1.0,False
221,21378,1742929,device,2.0,False
222,21378,1821943,device,2.0,False
223,21378,2145550,device,2.0,False
224,21378,2940222,device,2.0,False
225,21378,7180718,device,2.0,False
226,21378,7231697,device,2.0,False
227,21378,7539632,device,2.0,False
228,21378,8089789,device,2.0,False
229,21378,8293643,device,2.0,False
230,21378,9162394,device,2.0,False
231,21378,9262088,device,2.0,False
232,21378,9783456,device,2.0,False
233,21378,10137057,device,2.0,False
234,21378,12821383,device,2.0,False
235,21378,14857604,device,2.0,False
236,21378,16416800,device,2.0,False
237,21378,16583376,device,2.0,False
238,21604,13097203,card_addr,1.0,False
239,21648,16465474,card_addr,1.0,False
240,22273,10207709,card_addr,1.0,False
241,23367,8839218,card_addr,1.0,False
242,24187,5840629,card_addr,1.0,False
243,24427,10845712,device,2.0,False
244,24579,5820228,card_addr,1.0,False
245,25100,12434760,card_addr,1.0,False
246,26102,394654,device,2.0,False
247,26102,2068526,device,2.0,False
248,26102,2722441,device,2.0,False
249,26102,4533666,device,2.0,False
250,26102,5535963,device,2.0,False
251,26102,7657182,device,2.0,False
252,26102,7989367,device,2.0,False
253,26102,9362921,device,2.0,False
254,26102,9441502,device,2.0,False
255,26102,9610321,device,2.0,False
256,26102,10106460,device,2.0,False
257,26102,10698087,device,2.0,False
258,26102,11483088,device,2.0,False
259,26102,12181824,device,2.0,False
260,26102,12991636,device,2.0,False
261,26102,13877187,device,2.0,False
262,26102,14556948,device,2.0,False
263,26102,15586487,device,2.0,False
264,26102,15854221,device,2.0,False
265,26102,16484926,device,2.0,False
266,28046,14340489,card_addr,1.0,False
267,28628,15020090,card_addr,1.0,False
268,28683,1698100,card_addr,1.0,False
269,28691,9063289,card_addr,1.0,False
270,28806,3172220,card_addr,1.0,False
271,28987,15986976,card_addr,1.0,False
272,30435,1923148,card_addr,1.0,True
273,30435,2508180,card_addr,1.0,True
274,30435,2549709,card_addr,1.0,True
275,30435,3239559,card_addr,1.0,True
276,30435,3892017,card_addr,1.0,True
277,30435,8062983,card_addr,1.0,True
278,30435,12941499,card_addr,1.0,True
279,30435,13249103,card_addr,1.0,True
280,30435,13998792,card_addr,1.0,True
281,30435,16293397,card_addr,1.0,True
282,30533,1241279,device,2.0,False
283,30533,1593465,device,2.0,False
284,30533,1821997,device,2.0,False
285,30533,3631962,device,2.0,False
286,30533,4409132,device,2.0,False
287,30533,5680463,device,2.0,False
288,30533,5705502,device,2.0,False
289,30533,5883242,device,2.0,False
290,30533,6610822,device,2.0,False
291,30533,7201649,device,2.0,False
292,30533,7905471,device,2.0,False
293,30533,9408543,device,2.0,False
294,30533,9939334,device,2.0,False
295,30533,10737403,device,2.0,False
296,30533,11050562,device,2.0,False
297,30533,13227582,device,2.0,False
298,30533,13842663,device,2.0,False
299,30533,14295237,device,2.0,False
300,30533,16468242,device,2.0,False
301,30749,12165596,device,2.0,False
302,30749,16131695,device,2.0,False
303,31012,2178750,device,2.0,False
304,31012,4305994,device,2.0,False
305,31012,4932882,device,2.0,False
306,31012,6813025,device,2.0,False
307,31012,6884246,device,2.0,False
308,31012,8040980,device,2.0,False
309,31012,8900349,device,2.0,False
310,31012,9500039,device,2.0,False
311,31012,9648315,device,2.0,False
312,31012,9650558,device,2.0,False
313,31012,11263764,device,2.0,False
314,31012,12075055,device,2.0,False
315,31012,12790310,device,2.0,False
316,31012,12808570,device,2.0,False
317,31012,14818290,device,2.0,False
318,31054,7662577,card_addr,1.0,False
319,31335,5468748,card_addr,1.0,False
320,31587,874676,card_addr,1.0,False
321,31948,6526847,card_addr,1.0,False
322,32607,677904,card_addr,1.0,False
323,33201,13033038,card_addr,1.0,False
324,33780,276359,device,2.0,False
325,33780,4420379,device,2.0,False
326,33780,13096975,device,2.0,False
327,34832,66556,device,2.0,False
328,34832,1637709,device,2.0,False
329,34832,1866460,device,2.0,False
330,34832,4873362,device,2.0,False
331,34832,7127564,device,2.0,False
332,34832,9027047,device,2.0,False
333,34832,9540730,device,2.0,False
334,34832,16380013,device,2.0,False
335,35013,5289279,card_addr,1.0,False
336,35394,14767994,card_addr,1.0,False
337,36225,3376251,card_addr,1.0,False
338,36845,5805876,device,2.0,False
339,37198,11479601,card_addr,1.0,False
340,37787,13629327,card_addr,1.0,False
341,39843,11424719,card_addr,1.0,False
342,40257,14510877,device,2.0,False
343,40413,8598487,card_addr,1.0,False
344,42207,387894,device,2.0,False
345,42207,3717965,device,2.0,False
346,42207,4043155,device,2.0,False
347,42207,4339339,device,2.0,False
348,42207,5567450,device,2.0,False
349,42207,5782707,device,2.0,False
350,42207,5828931,device,2.0,False
351,42207,6537541,device,2.0,False
352,42207,6609707,device,2.0,False
353,42207,7686459,device,2.0,False
354,42207,7834499,device,2.0,False
355,42207,8452333,device,2.0,False
356,42207,8812501,device,2.0,False
357,42207,9564908,device,2.0,False
358,42207,10112953,device,2.0,False
359,42207,10383270,device,2.0,False
360,42207,11073364,device,2.0,False
361,42207,11138640,device,2.0,False
362,42207,11779168,device,2.0,False
363,42207,11818144,device,2.0,False
364,42207,12049381,device,2.0,False
365,42207,12846450,device,2.0,False
366,42207,13321394,device,2.0,False
367,42207,13519169,device,2.0,False
368,42207,13784974,device,2.0,False
369,42207,14654910,device,2.0,False
370,42207,15297307,device,2.0,False
371,44159,12585211,card_addr,1.0,False
372,44411,2057436,card_addr,1.0,False
373,44621,8546098,card_addr,1.0,False
374,44770,15241710,card_addr,1.0,False
375,46095,4451210,card_addr,1.0,False
376,46366,6015444,card_addr,1.0,False
377,46565,12333916,card_addr,1.0,False
378,47116,4427366,card_addr,1.0,False
379,47321,3963206,device,2.0,False
380,47321,11930423,device,2.0,False
381,48044,10918261,card_addr,1.0,False
382,48072,1674269,card_addr,1.0,False
383,48625,15664326,card_addr,1.0,False
384,49025,14629986,card_addr,1.0,False
385,49631,896976,device,2.0,False
386,49666,15160521,card_addr,1.0,False
387,50379,9708805,card_addr,1.0,False
388,50846,576442,device,2.0,False
389,50846,755633,device,2.0,False
390,50846,3598205,device,2.0,False
391,50846,3841414,device,2.0,False
392,50846,4022939,device,2.0,False
393,50846,4101236,device,2.0,False
394,50846,4523905,device,2.0,False
395,50846,4672757,device,2.0,False
396,50846,5237986,device,2.0,False
397,50846,6379233,device,2.0,False
398,50846,7683666,device,2.0,False
399,50846,9784106,device,2.0,False
400,50846,10259495,device,2.0,False
401,50846,10450603,device,2.0,False
402,50846,11597628,device,2.0,False
403,50846,11710144,device,2.0,False
404,50846,13610021,device,2.0,False
405,50846,13939396,device,2.0,False
406,50846,14371372,device,2.0,False
407,50846,14472286,device,2.0,False
408,50846,14560194,device,2.0,False
409,50846,14594909,device,2.0,False
410,50846,16149849,device,2.0,False
411,50846,16244429,device,2.0,False
412,50846,16555339,device,2.0,False
413,50846,16652274,device,2.0,False
414,51261,6142255,card_addr,1.0,False
415,51397,108433,device,2.0,False
416,51397,510816,device,2.0,False
417,51397,1301387,device,2.0,False
418,51397,1365546,device,2.0,False
419,51397,2262254,device,2.0,False
420,51397,2686066,device,2.0,False
421,51397,2873623,device,2.0,False
422,51397,4171636,device,2.0,False
423,51397,7394409,device,2.0,False
424,51397,7528958,device,2.0,False
425,51397,8435942,device,2.0,False
426,51397,9593157,device,2.0,False
427,51397,10004798,device,2.0,False
428,51397,10174969,device,2.0,False
429,51397,10568407,device,2.0,False
430,51397,11056667,device,2.0,False
431,51397,11316876,device,2.0,False
432,51397,11524097,device,2.0,False
433,51397,11928867,device,2.0,False
434,51397,12528616,device,2.0,False
435,51397,12903448,device,2.0,False
436,51397,14119249,device,2.0,False
437,51397,14320488,device,2.0,False
438,51397,15604480,device,2.0,False
439,51397,16250260,device,2.0,False
440,51397,16334270,device,2.0,False
441,51397,16702286,device,2.0,False
442,53527,9853660,card_addr,1.0,False
443,54277,16051628,card_addr,1.0,False
444,54951,3137823,card_addr,1.0,False
445,55033,1434551,card_addr,1.0,False
446,55097,1438271,card_addr,1.0,False
447,55747,10583683,card_addr,1.0,False
448,55937,12340426,card_addr,1.0,False
449,56124,9420360,card_addr,1.0,False
450,56242,6178907,card_addr,1.0,False
451,56507,10544963,card_addr,1.0,False
452,57541,14855550,card_addr,1.0,False
453,57562,6840548,card_addr,1.0,False
454,57795,2558088,card_addr,1.0,False
455,58623,9959765,card_addr,1.0,False
456,59013,4845989,card_addr,1.0,False
457,59480,926807,device,2.0,False
458,59480,1049837,device,2.0,False
459,59480,1097008,device,2.0,False
460,59480,2402312,device,2.0,False
461,59480,3387268,device,2.0,False
462,59480,3650925,device,2.0,False
463,59480,4050848,device,2.0,False
464,59480,5083255,device,2.0,False
465,59480,5283691,device,2.0,False
466,59480,5477905,device,2.0,False
467,59480,5913427,device,2.0,False
468,59480,6106799,device,2.0,False
469,59480,6148280,device,2.0,False
470,59480,6378975,device,2.0,False
471,59480,6751425,device,2.0,False
472,59480,6791834,device,2.0,False
473,59480,6857658,device,2.0,False
474,59480,7212483,device,2.0,False
475,59480,7312294,device,2.0,False
476,59480,7529436,device,2.0,False
477,59480,8234896,device,2.0,False
478,59480,8591745,device,2.0,False
479,59480,8811599,device,2.0,False
480,59480,9088691,device,2.0,False
481,59480,9246715,device,2.0,False
482,59480,9452546,device,2.0,False
483,59480,10248438,device,2.0,False
484,59480,10296480,device,2.0,False
485,59480,11484031,device,2.0,False
486,59480,12392479,device,2.0,False
487,59480,13012876,device,2.0,False
488,59480,13560003,device,2.0,False
489,59480,13828449,device,2.0,False
490,59480,13869796,device,2.0,False
491,59480,14440969,device,2.0,False
492,59480,15160304,device,2.0,False
493,59480,15348491,device,2.0,False
494,59480,16078408,device,2.0,False
495,59480,16366587,device,2.0,False
496,59480,16757144,device,2.0,False
497,59605,4669993,card_addr,1.0,False
498,59605,4807972,card_addr,1.0,False
499,60472,8820423,card_addr,1.0,False
500,61819,7330525,card_addr,1.0,False
501,61882,1389022,device,2.0,False
502,61882,2770913,device,2.0,False
503,61882,3399904,device,2.0,False
504,61882,3874627,device,2.0,False
505,61882,4260009,device,2.0,False
506,61882,4961128,device,2.0,False
507,61882,5102460,device,2.0,False
508,61882,6018095,device,2.0,False
509,61882,7015725,device,2.0,False
510,61882,7882977,device,2.0,False
511,61882,7941241,device,2.0,False
512,61882,7992183,device,2.0,False
513,61882,13128648,device,2.0,False
514,61882,13401007,device,2.0,False
515,61882,13668651,device,2.0,False
516,61882,13936756,device,2.0,False
517,61882,14299074,device,2.0,False
518,61882,14669060,device,2.0,False
519,61882,14741452,device,2.0,False
520,61882,14783225,device,2.0,False
521,61882,15039166,device,2.0,False
522,61882,16100428,device,2.0,False
523,61882,16701276,device,2.0,False
524,62222,13430443,card_addr,1.0,False
525,64060,14095618,card_addr,1.0,False
526,65492,14567964,card_addr,1.0,False
527,65916,8586257,card_addr,1.0,False
528,65916,8830930,card_addr,1.0,False
529,65916,9383554,card_addr,1.0,True
530,65916,9383554,device,2.0,True
531,65916,13403406,card_addr,1.0,True
532,65916,13403406,device,2.0,True
533,65916,15542155,card_addr,1.0,True
534,65916,15542155,device,2.0,True
535,65916,15576226,card_addr,1.0,True
536,65916,15576226,device,2.0,True
537,66280,2415496,device,2.0,False
538,66280,4306121,device,2.0,False
539,66280,6508883,device,2.0,False
540,66280,12584227,device,2.0,False
541,66556,1637709,device,2.0,False
542,66556,1866460,device,2.0,False
543,66556,4873362,device,2.0,False
544,66556,7127564,device,2.0,False
545,66556,9027047,device,2.0,False
546,66556,9540730,device,2.0,False
547,66556,16380013,device,2.0,False
548,66909,11833034,card_addr,1.0,False
549,69113,1285721,device,2.0,False
550,69113,8281280,device,2.0,False
551,69113,13465484,device,2.0,False
552,69113,14460149,device,2.0,False
553,69113,14858472,device,2.0,False
554,69113,14955519,device,2.0,False
555,69113,14971677,device,2.0,False
556,70317,1295275,device,2.0,False
557,70317,2458068,device,2.0,False
558,70317,2922984,device,2.0,False
559,70317,3145698,device,2.0,False
560,70317,3448666,device,2.0,False
561,70317,3863681,device,2.0,False
562,70317,4962674,device,2.0,False
563,70317,5205525,device,2.0,False
564,70317,7377748,device,2.0,False
565,70317,8270945,device,2.0,False
566,70317,8846060,device,2.0,False
567,70317,9020562,device,2.0,False
568,70317,9092050,device,2.0,False
569,70317,9902391,device,2.0,False
570,70317,11175520,device,2.0,False
571,70317,12077557,device,2.0,False
572,70317,12454169,device,2.0,False
573,70317,12690388,device,2.0,False
574,70317,14013419,device,2.0,False
575,70317,14658482,device,2.0,False
576,70317,14721468,device,2.0,False
577,70317,15514626,device,2.0,False
578,70317,16728124,device,2.0,False
579,70492,2025611,device,2.0,False
580,70492,3388343,device,2.0,False
581,70492,4465469,device,2.0,False
582,70492,9233865,device,2.0,False
583,70492,11205976,device,2.0,False
584,70492,11376840,device,2.0,False
585,70492,12428128,device,2.0,False
586,73012,7807373,card_addr,1.0,False
587,73750,10827088,card_addr,1.0,False
588,73903,4881225,card_addr,1.0,False
589,74235,889707,card_addr,1.0,False
590,75361,14123160,card_addr,1.0,False
591,75511,13108278,card_addr,1.0,False
592,75614,188535,device,2.0,False
593,75614,1135196,device,2.0,False
594,75614,1177620,device,2.0,False
595,75614,2023961,device,2.0,False
596,75614,2057995,device,2.0,False
597,75614,7753385,device,2.0,False
598,75614,9760914,device,2.0,False
599,75614,10147530,device,2.0,False
600,75614,10700448,device,2.0,False
601,75614,11315279,device,2.0,False
602,75766,3712104,card_addr,1.0,False
603,76177,7889533,card_addr,1.0,False
604,76322,4905750,device,2.0,False
605,76322,4975877,device,2.0,False
606,76322,5257991,device,2.0,False
607,76322,7546427,device,2.0,False
608,76322,7596085,device,2.0,False
609,76322,8074823,device,2.0,False
610,76322,9125419,device,2.0,False
611,76322,10249619,device,2.0,False
612,76322,10598084,device,2.0,False
613,76322,12183002,device,2.0,False
614,76322,13161040,device,2.0,False
615,76322,15694116,device,2.0,False
616,76737,6022919,card_addr,1.0,False
617,77001,2197563,device,2.0,False
618,77001,3626504,device,2.0,False
619,77001,4400075,device,2.0,False
620,77001,7678461,device,2.0,False
621,77001,9245526,device,2.0,False
622,77001,10035954,device,2.0,False
623,77001,12058750,device,2.0,False
624,77001,12272411,device,2.0,False
625,77001,13426720,device,2.0,False
626,77001,14209257,device,2.0,False
627,77001,14501667,device,2.0,False
628,77001,14610497,device,2.0,False
629,77001,16482824,device,2.0,False
630,77001,16775369,device,2.0,False
631,77092,294781,device,2.0,False
632,77092,763881,device,2.0,False
633,77092,1396683,device,2.0,False
634,77092,1651939,device,2.0,False
635,77092,2314199,device,2.0,False
636,77092,4641266,device,2.0,False
637,77092,5074096,device,2.0,False
638,77092,5112233,device,2.0,False
639,77092,5508013,device,2.0,False
640,77092,5659103,device,2.0,False
641,77092,5898167,device,2.0,False
642,77092,6907965,device,2.0,False
643,77092,7971614,device,2.0,False
644,77092,9091069,device,2.0,False
645,77092,9402978,device,2.0,False
646,77092,10356930,device,2.0,False
647,77092,10628597,device,2.0,False
648,77092,11384454,device,2.0,False
649,77092,11960805,device,2.0,False
650,77092,12478400,device,2.0,False
651,77092,14176245,device,2.0,False
652,77092,15263358,device,2.0,False
653,77092,16000951,device,2.0,False
654,77092,16067238,device,2.0,False
655,77802,262183,device,2.0,False
656,77802,410052,device,2.0,False
657,77802,991293,device,2.0,False
658,77802,2059165,device,2.0,False
659,77802,2138097,device,2.0,False
660,77802,2279124,device,2.0,False
661,77802,2470929,device,2.0,False
662,77802,2554014,device,2.0,False
663,77802,2797814,device,2.0,False
664,77802,3297249,device,2.0,False
665,77802,3572114,device,2.0,False
666,77802,3672125,device,2.0,False
667,77802,4276406,device,2.0,False
668,77802,4964122,device,2.0,False
669,77802,5007045,device,2.0,False
670,77802,5304406,device,2.0,False
671,77802,6155149,device,2.0,False
672,77802,6520928,device,2.0,False
673,77802,6736714,device,2.0,False
674,77802,7171479,device,2.0,False
675,77802,8706027,device,2.0,False
676,77802,8840728,device,2.0,False
677,77802,8943330,device,2.0,False
678,77802,9869233,device,2.0,False
679,77802,10619552,device,2.0,False
680,77802,10926488,device,2.0,False
681,77802,11078980,device,2.0,False
682,77802,11365287,device,2.0,False
683,77802,11590554,device,2.0,False
684,77802,12625240,device,2.0,False
685,77802,12631738,device,2.0,False
686,77802,13086602,device,2.0,False
687,77802,13090171,device,2.0,False
688,77802,13150698,device,2.0,False
689,77802,13337667,device,2.0,False
690,77802,13494862,device,2.0,False
691,77802,14293799,device,2.0,False
692,77802,15400457,device,2.0,False
693,77802,15611290,device,2.0,False
694,77802,15681228,device,2.0,False
695,77802,15848956,device,2.0,False
696,77802,16727457,device,2.0,False
697,78545,325928,card_addr,1.0,False
698,80350,3085403,device,2.0,False
699,80350,6476938,device,2.0,False
700,80350,9198376,device,2.0,False
701,80350,10472377,device,2.0,False
702,80350,11520698,device,2.0,False
703,80350,12042183,device,2.0,False
704,80350,12150323,device,2.0,False
705,80350,15839599,device,2.0,False
706,80350,15856508,device,2.0,False
707,81126,13549430,card_addr,1.0,False
708,82683,1727508,card_addr,1.0,False
709,82825,285372,card_addr,1.0,False
710,83030,9189909,card_addr,1.0,False
711,83548,9179350,card_addr,1.0,False
712,83576,9938140,card_addr,1.0,False
713,83923,804182,device,2.0,False
714,83923,1645232,device,2.0,False
715,83923,2542339,device,2.0,False
716,83923,3145037,device,2.0,False
717,83923,3502038,device,2.0,False
718,83923,4481806,device,2.0,False
719,83923,6457712,device,2.0,False
720,83923,6494442,device,2.0,False
721,83923,6580099,card_addr,1.0,False
722,83923,6708159,device,2.0,False
723,83923,8244403,device,2.0,False
724,83923,9821775,device,2.0,False
725,83923,10146710,device,2.0,False
726,83923,10878580,device,2.0,False
727,83923,11236306,device,2.0,False
728,83923,11343928,device,2.0,False
729,83923,12127191,device,2.0,False
730,83923,13106514,device,2.0,False
731,83923,14865649,device,2.0,False
732,83923,15387490,device,2.0,False
733,83923,15970470,device,2.0,False
734,83923,16094516,device,2.0,False
735,83923,16532631,device,2.0,False
736,84643,14118915,card_addr,1.0,False
737,84845,14022725,card_addr,1.0,False
738,85353,3909690,card_addr,1.0,False
739,87217,11942596,card_addr,1.0,False
740,87300,858024,device,2.0,False
741,87300,1394446,device,2.0,False
742,87300,1404864,device,2.0,False
743,87300,1650830,device,2.0,False
744,87300,1817564,device,2.0,False
745,87300,2044843,device,2.0,False
746,87300,2169592,device,2.0,False
747,87300,2190142,device,2.0,False
748,87300,2389946,device,2.0,False
749,87300,2911926,device,2.0,False
750,87300,4184606,device,2.0,False
751,87300,4533817,device,2.0,False
752,87300,5440541,device,2.0,False
753,87300,5809884,device,2.0,False
754,87300,7407120,device,2.0,False
755,87300,8406564,device,2.0,False
756,87300,8559334,device,2.0,False
757,87300,8793338,device,2.0,False
758,87300,9904892,device,2.0,False
759,87300,9955450,device,2.0,False
760,87300,10135609,device,2.0,False
761,87300,10435781,device,2.0,False
762,87300,10714675,device,2.0,False
763,87300,11158098,device,2.0,False
764,87300,11511785,device,2.0,False
765,87300,12594409,device,2.0,False
766,87300,16303844,device,2.0,False
767,87300,16505377,device,2.0,False
768,87843,12591795,card_addr,1.0,False
769,87985,4157379,card_addr,1.0,False
770,89010,5496399,card_addr,1.0,False
771,89447,12307181,card_addr,1.0,False
772,90213,7568970,card_addr,1.0,False
773,90384,6262499,card_addr,1.0,False
774,91026,15838799,card_addr,1.0,False
775,91444,409520,device,2.0,False
776,91444,702322,device,2.0,False
777,91444,1729662,device,2.0,False
778,91444,4308597,device,2.0,False
779,91444,4724907,device,2.0,False
780,91444,6124032,device,2.0,False
781,91444,6791640,device,2.0,False
782,91444,6866815,device,2.0,False
783,91444,9037243,device,2.0,False
784,91444,9914958,device,2.0,False
785,91444,11846825,device,2.0,False
786,91444,12079292,device,2.0,False
787,91444,12586598,device,2.0,False
788,91444,13577449,device,2.0,False
789,91444,13869927,device,2.0,False
790,91444,14152399,device,2.0,False
791,91444,14460444,device,2.0,False
792,91444,14941330,device,2.0,False
793,91444,15582659,device,2.0,False
794,91444,15978245,device,2.0,False
795,91444,16184789,device,2.0,False
